4K频道,#genre#
CCTV3,http://39.135.138.58:18890/PLTV/88888888/224/3221225634/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225647/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225647/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226397/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240245_1/playlist.m3u8?CONTENTID=00000110240245_1#http://39.134.32.102:6610/270000001111/1110000303/index.m3u8?IASHttpSessionId=OTT#http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8#http://219.128.40.115:8888/rtp/239.77.0.169:5146
CCTV4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225621/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225621/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1#http://219.128.40.115:8888/rtp/239.77.0.78:5146
CCTV5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225633/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225649/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226395/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240246_1/playlist.m3u8?CONTENTID=00000110240246_1#http://39.134.32.102:6610/270000001111/1110000305/index.m3u8?IASHttpSessionId=OTT#http://39.135.138.60:18890/TVOD/88888910/224/3221225706/index.m3u8
CCTV5+,http://39.135.138.58:18890/PLTV/88888888/224/3221225649/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225706/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226221/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240128_1/playlist.m3u8?CONTENTID=00000110240128_1
CCTV6,http://39.135.138.58:18890/PLTV/88888888/224/3221225632/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225650/index.m3u8#http://183.207.248.37/PLTV/3/224/3221227209/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225650/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225632/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225650/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225632/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225632/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225650/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226011/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240247_1/playlist.m3u8?CONTENTID=00000110240247_1#http://39.134.32.102:6610/270000001111/1110000307/index.m3u8?IASHttpSessionId=OTT#http://111.20.33.93/TVOD/88888893/224/3221226393/index.m3u8#http://58.222.75.102:9901/tsfile/live/0006_1.m3u8
CCTV7,http://39.135.138.58:18890/PLTV/88888888/224/3221225624/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225644/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225644/index.m3u8#http://183.207.248.10/PLTV/3/224/3221225546/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225624/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226192/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240248_1/playlist.m3u8?CONTENTID=00000110240248_1#http://39.135.138.60:18890/TVOD/88888910/224/3221225624/index.m3u8
CCTV8,http://39.135.138.58:18890/PLTV/88888888/224/3221225635/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225631/index.m3u8#http://183.207.248.12/PLTV/3/224/3221227204/index.m3u8#http://183.207.248.35/PLTV/3/224/3221227205/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225635/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225635/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225635/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226391/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240249_1/playlist.m3u8?CONTENTID=00000110240249_1#http://39.134.32.102:6610/270000001111/1110000309/index.m3u8?IASHttpSessionId=OTT#http://219.128.40.115:8888/rtp/239.77.0.172:5146
CCTV9,http://39.135.138.58:18890/PLTV/88888888/224/3221225626/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225646/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225626/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225626/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240250_1/playlist.m3u8?CONTENTID=00000110240250_1#http://219.128.40.115:8888/rtp/239.77.0.135:5146
CCTV10,http://39.135.138.58:18890/PLTV/88888888/224/3221225627/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225636/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225627/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240251_1/playlist.m3u8?CONTENTID=00000110240251_1#http://39.135.138.60:18890/TVOD/88888910/224/3221225627/index.m3u8#http://219.128.40.115:8888/rtp/239.77.0.134:5146
CCTV11,http://39.135.138.58:18890/PLTV/88888888/224/3221225628/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225628/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225628/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240328_1/playlist.m3u8?CONTENTID=00000110240328_1#http://39.135.138.60:18890/TVOD/88888910/224/3221225628/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8$#http://219.128.40.115:8888/rtp/239.77.1.238:5146
CCTV12,http://39.135.138.58:18890/PLTV/88888888/224/3221225629/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225637/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226190/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240252_1/playlist.m3u8?CONTENTID=00000110240252_1#http://39.135.138.60:18890/TVOD/88888910/224/3221225629/index.m3u8#http://219.128.40.115:8888/rtp/239.77.0.136:5146
CCTV13,http://39.135.138.58:18890/PLTV/88888888/224/3221225638/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226233/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240502_1/playlist.m3u8?CONTENTID=00000110240502_1#http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.59:18890/TVOD/88888910/224/3221225638/index.m3u8#http://219.128.40.115:8888/rtp/239.77.0.188:5146
CCTV14,http://39.135.138.58:18890/PLTV/88888888/224/3221225639/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225640/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240253_1/playlist.m3u8?CONTENTID=00000110240253_1#http://39.135.138.60:18890/TVOD/88888910/224/3221225639/index.m3u8
CCTV15,http://39.135.138.58:18890/PLTV/88888888/224/3221225641/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225641/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225641/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240329_1/playlist.m3u8?CONTENTID=00000110240329_1#http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8#http://219.128.40.115:8888/rtp/239.77.1.239:5146
CCTV16,http://39.135.138.60:18890/TVOD/88888910/224/3221226233/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221226230/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221226233/index.m3u8#http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221226230/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221226233/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226921/index.m3u8#http://39.135.138.60:18890/TVOD/88888910/224/3221226230/index.m3u8
CCTV17,http://39.135.138.59:18890/PLTV/88888910/224/3221225907/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225907/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225909/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225908/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226198/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240326_1/playlist.m3u8?CONTENTID=00000110240326_1#http://39.135.138.60:18890/TVOD/88888910/224/3221225907/index.m3u8#http://219.128.40.115:8888/rtp/239.77.0.198:5146
CCTV4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
CCTV4K频道,http://117.148.129.85:80/PLTV/88888888/224/3221233413/1.m3u8
CCTV8K,http://117.148.129.93:80/PLTV/88888888/224/3221233350/1.m3u8#http://hms2864nc1972666629.live.aikan.miguvideo.com/wh7f454c46tw1282884058_649677011/PLTV/88888888/224/3221233413/index.m3u8?icpid=88888888&RTS=1644909332&from=12&hms_devid=2864&online=1644909332EQbBsN1cd87ZS1LRd3TXf5LH0Ql8IEhnGwO+75IdBOPtEbjPb9jhieBCtTUA
新视觉,http://183.207.255.188/live/program/live/xsjhd/4000000/mnf.m3u8?blog.ntnas.top
CCTV4K,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?$全网蓝光1080P
CCTV4美洲,http://112.17.40.220/PLTV/88888888/224/3221231654/index.m3u8?icpid=88888888&from=1&hms_devid=264,503
清华大学,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
北京冬奥纪实,http://39.135.138.58:18890/PLTV/88888910/224/3221225676/index.m3u8
CBN每日影院,http://120.253.104.16:808/hls/140/index.m3u8
CBN幸福剧场,http://120.253.104.16:808/hls/142/index.m3u8
CBN幸福娱乐,http://120.253.104.16:808/hls/143/index.m3u8
卫视,#genre#
青海卫视,http://218.204.51.252:9901/tsfile/live/1050_1.m3u8#http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484#http://stream.qhbtv.com/qhws/sd/live.m3u8?
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8#http://test5.btzx.com.cn/live/btxjbtws.stream/chunklist_w544078748.m3u8#http://111.59.189.40:8445/tsfile/live/0115_1.m3u8
东南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225657/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225657/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225657/index.m3u8
广西卫视,http://39.135.138.58:18890/PLTV/88888888/224/3221226211/index.m3u8?fmt=ts2hls
河北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225732/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225732/index.m3u8?fmt=ts2hls#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240317_1/playlist.m3u8?CONTENTID=00000110240317_1#http://39.135.34.144:8080/000000001000/1000000002000017118/index.m3u8?test/PLTV/=02
河南卫视,http://39.135.138.58:18890/TVOD/88888888/224/3221226196/index.m3u8
贵州卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225728/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225728/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240318_1/playlist.m3u8?CONTENTID=00000110240318_1#http://39.135.34.144:8080/000000001000/1000000002000003169/index.m3u8?test/PLTV/=02
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225659/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225658/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225658/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226217/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240242_1/playlist.m3u8?CONTENTID=00000110240242_1#http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8#http://39.135.34.144:8080/000000001000/1000000001000030202/index.m3u8?test/PLTV/=02
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225673/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226222/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240129_1/playlist.m3u8?CONTENTID=00000110240129_1#http://39.135.34.144:8080/000000001000/1000000001000017156/index.m3u8?test/PLTV/=02
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225698/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225739/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226204/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1#http://117.169.120.140:8080/live/hdtianjinstv/.m3u8
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225737/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225737/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225737/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226196/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240256_1/playlist.m3u8?CONTENTID=00000110240256_1#http://39.135.34.144:8080/000000001000/1000000001000020780/index.m3u8?test/PLTV/=02
山东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225697/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225738/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225738/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225738/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226209/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1#http://39.135.34.144:8080/000000001000/1000000001000012807/index.m3u8?test/PLTV/=02
广东卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225701/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225701/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226216/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240137_1/playlist.m3u8?CONTENTID=00000110240137_1#http://39.135.34.144:8080/000000001000/1000000001000028357/index.m3u8?test/PLTV/=02
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225702/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225743/index.m3u8#http://117.169.120.140:8080/live/hdjiangsustv/.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225743/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226200/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1#http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8#http://39.135.34.144:8080/000000001000/1000000001000004684/index.m3u8?test/PLTV/=02
江西卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225705/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225705/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225746/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225746/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225705/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225705/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225705/index.m3u8#http://39.135.34.144:8080/000000001000/1000000001000013731/index.m3u8?test/PLTV/=02
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225703/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225744/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225703/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225744/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel15/1080p.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226199/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240134_1/playlist.m3u8?CONTENTID=00000110240134_1#http://39.135.34.144:8080/000000001000/1000000001000009806/index.m3u8?test/PLTV/=02
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225700/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225700/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225741/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225741/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225741/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1#http://39.135.34.144:8080/000000001000/1000000001000011645/index.m3u8?test/PLTV/=02
湖北卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225740/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225740/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226194/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240135_1/playlist.m3u8?CONTENTID=00000110240135_1#http://39.135.34.144:8080/000000001000/1000000001000010355/index.m3u8?test/PLTV/=02
湖南卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225704/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225745/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225745/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226211/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1#http://112.17.40.220/PLTV/88888888/224/3221231729/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225745/index.m3u8#http://39.135.34.144:8080/000000001000/1000000001000009115/index.m3u8?test/PLTV/=02
辽宁卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225696/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225735/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225735/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225735/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225696/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225735/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226201/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1#http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=ABCDEFGH&programid=4200000058#http://39.135.34.144:8080/000000001000/1000000002000024033/index.m3u8?test/PLTV/=02
重庆卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225692/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225692/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225734/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225734/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225734/index.m3u8#http://39.135.138.58:18890/TVOD/88888888/224/3221225734/index.m3u8#http://39.135.34.144:8080/000000001000/1000000002000018937/index.m3u8?test/PLTV/=02#http://39.135.138.60:18890/PLTV/88888910/224/3221225734/index.m3u8
黑龙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225690/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225690/index.m3u8#http://39.135.138.60:18890/PLTV/88888888/224/3221225736/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225736/index.m3u8?fmt=ts2hls#http://39.135.138.58:18890/TVOD/88888888/224/3221225736/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225690/index.m3u8#http://111.20.33.70/PLTV/88888893/224/3221226215/index.m3u8#http://59.49.41.41/live.aishang.ctlcdn.com/00000110240131_1/playlist.m3u8?CONTENTID=00000110240131_1
北京纪实,http://39.135.138.59:18890/PLTV/88888910/224/3221225676/index.m3u8
上海纪实,http://39.135.138.59:18890/PLTV/88888910/224/3221225655/index.m3u8
东方影视,http://183.207.255.188/live/program/live/dsjpdhd/4000000/mnf.m3u8
北京紀實,http://39.134.115.163:8080/PLTV/88888910/224/3221225675/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225676/index.m3u8
晋江卫视,http://stream.jinjiang.tv/1/sd/live.m3u8
四川卫视,http://111.74.155.231:9901/tsfile/live/1046_1.m3u8
甘肃卫视,http://39.134.32.102:6610/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT#http://39.134.32.108:6610/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT#http://39.134.32.103:6610/270000001111/1110000322/index.m3u8?IASHttpSessionId=OTT
福建卫视,http://39.135.34.144:8080/000000001000/1000000002000009263/index.m3u8?test/PLTV/=02
上海卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225654/index.m3u8
黑龙卫视,http://39.135.34.144:8080/000000001000/1000000001000009082/index.m3u8?test/PLTV/=02
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=a0ccd01985d1b75093a68b0e175e7df0&txTime=95854102137
